X,Y
3.047814478587754,-1.6670723075497365
3.184714685850882,-1.9016384784233011
3.051006735340713,-1.54451225740096
3.633424311284713,-1.6727558467272259
2.910631715497042,-1.3779499446017593
3.9167202147016997,-2.538356066993229
3.4535351633310047,-1.9585755271422562
3.5922440477119175,-1.8710671551405962
3.619441107480062,-2.048557054057996
2.693289723373111,-1.5530538342462348
3.3681231829839926,-1.776874877906838
2.495456140806623,-1.3361523392468826
4.2492425196317685,-2.4373451858948254
1.9107188150571097,-0.8921280303106404
3.007695938514435,-1.7492109034994083
2.457431953526029,-1.2572894068510267
2.450167739865094,-1.383890390159602
3.159037673089399,-1.7493826505957715
3.875719707080172,-2.300806511201825
2.5159838158164463,-1.3642036758963765
2.9112026283207255,-1.7314892838200762
3.4544066682819317,-1.808387140270473
2.9006360821012804,-1.620762723271227
3.5042085956672877,-2.0525059065804205
3.2287667805583027,-1.770220635654782
3.7065886214344794,-1.8005316199803274
3.0224713130851466,-1.5516692593247448
3.3291371250656634,-1.577089859943021
2.603876949684825,-1.3272157318017292
3.051728046519467,-1.4309846004763114
2.5833443856142697,-1.4077697549973511
3.3536039872727383,-1.5549449655690637
1.9044001330912907,-1.050529495450712
2.2578372493797954,-1.0308496819412072
3.280763821710632,-1.668840755623033
3.1814395122376533,-1.9189794589037712
2.427565628216205,-0.9326136709496603
3.2799326064202243,-1.9583848719233363
4.269406473719996,-2.2780972363277607
3.6983144777412864,-2.081055292117954
3.799598045851166,-1.984538629268285
3.089071963420028,-2.059437838884334
4.422344805065139,-2.5381382401956287
3.734620425091437,-2.297584073207633
2.3780401119468175,-1.27233276574103
2.8658048255768565,-1.1301499453831747
2.643482289106849,-1.565397631949116
3.048370121603644,-1.7016389726001937
3.4556819884369068,-1.7240975756468093
2.9066592057326175,-1.7806870362587137
2.748061378795529,-1.5028634121328446
3.2970617921615895,-1.8259112702301676
3.424710853617943,-1.8589016780487901
2.871973648989581,-1.6513566730781852
3.3170522813819754,-1.8339874171003008
2.3099837049188823,-1.0065852977475886
3.6964738443020746,-2.2355888519683167
1.1141098594082224,-0.692779833420503
3.989575893007503,-2.219107923880643
3.4561276936125993,-2.346909868847537
4.10271351634205,-2.0567737379620206
3.279449811761397,-1.4968423898873566
3.244361840100228,-1.7048993807080737
4.194442702934253,-2.3779171343827668
3.0911726547233362,-1.5296436259132975
3.7531327447058533,-1.9906699135396733
3.0295934828659523,-1.4830477707314165
2.831742966411587,-1.2321666437907042
2.5987061284180446,-1.4753310572120835
3.0105487866274476,-1.684464729827913
2.515186993818978,-1.73571005868332
3.5222906022582054,-2.3248103965947178
4.737431655612756,-2.119720183505422
2.391966677246766,-0.644263106502639
3.166478560310154,-1.535646812696308
3.873420711596128,-1.9413619731870704
3.49548683966993,-1.9897044779369122
3.096215636605927,-1.8438242511404108
3.332003708735053,-1.71518245495884
3.4694998412757694,-1.9631112323336857
3.14338730331388,-1.2942884935688044
