X,Y
-1.563445763608999,4.558542209776591
-0.9493056234740871,4.991422601926774
-2.0978238549693513,4.385736607244738
-3.2122586891253553,4.984954289099403
-2.4105908531268665,4.0475225747861145
-0.3119603263195905,6.42388024906297
-1.473348207478916,5.264775869725369
-2.2446951857172106,5.238841684280793
-1.5617300754087653,5.511825153997181
-1.039168491439311,4.142426708475415
-2.0080310460678175,4.944194956284049
-1.4035075198179991,3.691257728071706
-1.6949278308272304,6.517094922443871
-1.6357907702604266,2.6392677683417074
-1.0967988093294934,4.647226961080894
-1.6328509807128253,3.551436262305773
-1.0695204417876893,3.7271060858459273
-1.528467706273548,4.755573553057816
-1.2128855436498125,6.055237663917016
-1.3419380056339474,3.745993691149428
-0.897053435973176,4.552986568543484
-2.1195027367892068,5.050843534873484
-1.3414057062698301,4.3872582347455245
-1.2155706737047347,5.435157434877235
-1.6383880773603707,4.835148608477048
-2.8736891184685396,5.219751329567953
-1.9856212117086558,4.375578451239026
-2.7528638147175197,4.630940603536932
-1.7515810056635175,3.7559345809202025
-2.586431845157144,4.224069462480064
-1.347685008909267,3.8563456397206943
-2.9176758254832666,4.6167813702934755
-0.9388739711863505,2.861042231423368
-2.033036361337099,3.0853832951872926
-2.2214362522173783,4.727460952111927
-0.8656294968057059,5.013856021460854
-2.9389860622620416,3.066280692939661
-0.9781579958149136,5.140501678762069
-2.4350303406524416,6.304000675982512
-1.6478043987553022,5.61458932998371
-2.350828862710682,5.549053788848383
0.00024227116135100424,5.148534029420497
-1.7575355564905608,6.784729489611712
-0.8235551865142507,5.949848979647645
-1.3415456095293508,3.5162183167349124
-3.3445140214345557,3.6615033688165757
-0.8439595462376416,4.124483966432201
-1.4168904648667249,4.608320047717165
-2.484387499904838,4.931340814093232
-0.6732247181272775,4.620023770178603
-1.410760744560749,4.109848716472299
-1.5948425337609669,4.963488809015661
-1.8181666758421668,5.101795864082517
-1.1283961124922945,4.410490710818537
-1.6173461592329268,4.9893050825589835
-2.2860164522785693,3.0879673574386137
-0.9802587609988567,5.834036820170506
-0.2141145979356227,1.785478233035163
-1.888325734818682,6.019851243406277
0.1835345990248749,5.821391022362624
-2.90729402685434,5.868757851618636
-2.9548177912296065,4.480810422525793
-1.9628936258231944,4.752971858225982
-1.7930485753145802,6.393054979785561
-2.2763063310096863,4.393185647535665
-2.191793926846697,5.524623265560857
-2.300062362196652,4.282635017377704
-2.809980002072945,3.7829116099949966
-1.1020272645711986,3.9638344591730084
-1.3824334053873668,4.556770175916624
0.2525088405885765,4.276147936561156
-0.10021430676036913,5.837079568176886
-4.451003943870353,6.4120514447311425
-4.073062907122307,2.628923493037174
-2.4657381179019766,4.455551561216264
-2.7467935766157794,5.540103327121621
-1.4598003507558919,5.339211282531253
-0.9442264568437462,4.845617242061963
-2.1692286465622668,4.830263299037666
-1.499522836500689,5.282658789959386
-3.434155894173353,4.094260207465349
-0.3498540002658661,3.251507233913797
-1.8255797756431837,5.575416243171033
0.39506419656959624,4.45989940564151
-2.623216490849557,4.779750842493606
-1.3192049436951623,3.941795400018554
0.2499687856040591,5.961179343525662
-4.199515309254194,3.516528358522125
-1.587308006792635,5.41627720379072
-1.1643485819705592,4.2317867091006605
-0.9041855717378865,3.479497394800526
-1.5931672061028292,4.9470921009342
-0.67756624822936,4.845051866932202
-1.255491800800801,4.918924015648841
-0.353353840813071,3.8018868996787853
-1.494894840099313,5.184664047942728
-0.3962008517631599,4.664957749222629
-2.161016052241957,4.287537399415774
-2.003460615158912,3.406320678970646
-2.217054627734563,5.3456586130396495
-3.677914957643326,5.845625271377095
-1.3043872281447815,4.9318500768522
-1.3049578538356916,4.194116583352542
-1.280984329152691,3.8667922160299764
-3.198353151693163,3.9585946841270427
-0.9785809786344681,6.16909877025981
-2.3379079729424626,4.915434941695485
-0.693339043370178,5.132406721363982
-2.107033178678156,4.595072781220868
-1.6158909127701304,4.180175626329556
-0.36098828417454176,2.5102119384187693
-1.7663535424179053,3.6812860231793967
-2.509526774011329,4.3914994401812315
-1.9257784119521415,4.43910441553652
-3.6750579149417124,4.7705841154568995
-1.3824210743727439,5.634398567018445
-2.018580513168026,1.9215944602881958
-1.0749132954710934,4.730764112291583
-2.6149851683222085,4.9924002999457775
-1.0361977293704867,3.971533185887934
-0.3233231879450118,6.064662123099707
-0.3466644944187913,4.429846896412819
-2.87167488742415,4.007736569249077
-0.908222670788035,4.546885305290512
-1.565144498702316,2.9497995748150956
-1.4505476258784833,2.642081788212444
-2.824777907978556,3.9810708440382006
-1.5574974915856827,5.590793585395556
-1.3502421037438581,7.3237986317162695
-1.6958411945022218,3.574094521154472
-1.0904353101237407,4.603805860590952
-1.4941780059848628,5.650948930872091
-1.3659878187002628,4.045086008308022
-2.490733309133922,3.8425034104330047
-2.8588279382837056,5.2698351863871835
-2.0835096571886456,5.203020667496252
-2.118334881490574,5.129312552243414
-0.9755585777665665,4.053079885976147
-0.5075533359338684,4.582417761303005
-0.33686592083987965,4.600664885136939
-1.8921627900295164,5.209426535959623
-0.6261091026842822,4.2602165942318075
-1.0643706418239214,4.679823660367962
-0.7737341069826124,4.596351518226257
-1.5553699300759007,5.119367168299183
-2.3200030967086733,3.589645442982971
-1.3246447621814603,6.108919915751104
-0.9669855584091638,3.9278175124275
-3.1714417107015733,4.620258673049584
-1.8197980217382086,5.128769992477878
-1.249294160551675,5.266360840640074
-2.8600682098823205,4.989010425491758
-2.437198263324466,5.190763035950246
-2.6445088134345234,6.102883722704759
-2.2411827562135977,3.250114276549005
-3.8201879102481873,4.8131455181917
-3.9106364546396994,7.300082420672131
-0.47054914889012944,2.0880613911557555
-1.4447779238165643,5.98846968396872
-1.1105647807602943,2.500257023156081
-0.5242206778294844,3.133714231378007
-2.6079995624023162,3.9830115716176255
-1.513027833183446,4.658349572096665
-2.9702144715739136,3.905788293655654
-1.8235101191727783,2.9955238972318545
-1.281730114650559,5.636789213659599
-0.3896919780742216,6.6672375208011
-2.4885152233933803,3.9492621883765846
0.42456294174238085,4.78723332215305
-1.7781016560576983,5.268086106184881
-1.3648203910865764,4.237827582099204
